,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
6268,2016-02-05,Joint,ORCL,Oracle Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6269,2016-02-05,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6270,2016-02-05,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6271,2016-02-05,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6272,2016-02-04,Joint,PKI,PerkinElmer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6273,2016-02-04,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6274,2016-02-03,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6275,2016-02-03,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6276,2016-02-03,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6277,2016-02-02,Joint,ADT,The ADT Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6278,2016-02-02,Joint,ADT,The ADT Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6279,2016-02-02,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6280,2016-02-01,Joint,EPD,Enterprise Products Partners L.P.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6281,2016-02-01,Joint,PKI,PerkinElmer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6282,2016-02-01,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6283,2016-02-01,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/
6284,2016-02-11,Self,CELG,Celgene Corporation,Stock,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/49a203db-a9ea-4a15-9a86-ec96dfaeb096/
6285,2016-02-11,Joint,CELG,Celgene Corporation,Stock,Purchase,"$1,001 - $15,000",Purchase was less than $1001.,John F Reed,https://efdsearch.senate.gov/search/view/ptr/49a203db-a9ea-4a15-9a86-ec96dfaeb096/
6286,2016-02-09,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ea758fbc-f062-401b-8c38-66139a93efff/
6287,2016-02-09,Spouse,SLB,Schlumberger Limited,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/ea758fbc-f062-401b-8c38-66139a93efff/
6288,2016-01-28,Joint,FB,"Facebook, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6289,2016-01-20,Joint,CP,Canadian Pacific Railway Limited,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6290,2016-01-20,Joint,CAT,Caterpillar Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6291,2016-02-12,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6292,2016-02-12,Joint,NWL,Newell Rubbermaid Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6293,2016-02-16,Joint,FB,"Facebook, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6294,2016-02-05,Spouse,--,"JPMORGAN CHASE &amp; CO 6.12% FIXED <div class=""text-muted""><em>Rate/Coupon:</em> 6.12%<br> <em>Matures:</em> 02/12/2056</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6295,2016-01-26,Spouse,TWTR,"Twitter, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6296,2016-02-01,Self,TWTR,"Twitter, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6297,2016-01-20,Self,JPM,JPMorgan Chase &amp;amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6298,2016-01-20,Self,CP,Canadian Pacific Railway Limited,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6299,2016-01-20,Self,IONS,"Ionis Pharmaceuticals, Inc.",Stock,Sale (Full),"$1,001 - $15,000",Formerly reported as Isis Pharmaceuticals,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3c8c518b-3825-40e9-a845-c5ea7759fbf5/
6300,2016-01-19,Spouse,CB,Chubb Limited,Stock,Exchange,"$1,001 - $15,000",MANDATORY MERGER FROM CHUBB CORPORATION,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/adc06731-9b32-4afc-8f86-b86959e584a5/
6301,2016-01-19,Spouse,--,CHUBB CORPORATION - CB,Stock,Exchange,"$1,001 - $15,000",MANDATORY MERGER TO CHUBB LTD,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/adc06731-9b32-4afc-8f86-b86959e584a5/
6302,2016-01-25,Self,--,"WASHOE CNTY NEV SCH DIST RFDG-SCH IMPT-SER A <div class=""text-muted""><em>Rate/Coupon:</em> 3.125%<br> <em>Matures:</em> 06/01/2036</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e1c8b2ba-e3eb-4cfc-8e9f-c99fc677a7a7/
6303,2016-01-25,Self,--,"CELINA TEX INDPT SCH DIST RFDG-SCH BLDG PERMANENT SCHOOL FUND GUARANTY <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 08/15/2037</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e1c8b2ba-e3eb-4cfc-8e9f-c99fc677a7a7/
6304,2016-01-25,Self,--,"ABBVIE INC NTS B/E <div class=""text-muted""><em>Rate/Coupon:</em> 2.900%<br> <em>Matures:</em> 11/06/2022</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e1c8b2ba-e3eb-4cfc-8e9f-c99fc677a7a7/
6305,2016-01-26,Self,--,"MONSANTO CO B/E <div class=""text-muted""><em>Rate/Coupon:</em> 3.375%<br> <em>Matures:</em> 07/15/2024</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e1c8b2ba-e3eb-4cfc-8e9f-c99fc677a7a7/
6306,2016-01-26,Self,WPC,W. P. Carey Inc.,Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e1c8b2ba-e3eb-4cfc-8e9f-c99fc677a7a7/
6307,2016-01-26,Self,NUE,Nucor Corporation,Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e1c8b2ba-e3eb-4cfc-8e9f-c99fc677a7a7/
6308,2016-02-03,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> Figure 8 Surgical Inc. &nbsp;(Morgantown, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Sternal closure medical device company</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, III",https://efdsearch.senate.gov/search/view/ptr/6e59931f-6354-4980-bcc3-040d1bb9ebd4/
6309,2016-02-03,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> PolyPlexx, LLC &nbsp;(Charleston, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Chemical process patents</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, III",https://efdsearch.senate.gov/search/view/ptr/6e59931f-6354-4980-bcc3-040d1bb9ebd4/
6310,2016-01-12,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> CereDx &nbsp;(Morgantown, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Develops new testing for stroke candidates</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, III",https://efdsearch.senate.gov/search/view/ptr/6e59931f-6354-4980-bcc3-040d1bb9ebd4/
6311,2016-02-11,Joint,SPY,SPDR S&amp;amp;P 500 ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6312,2016-01-19,Joint,SPY160219P00180000,SPY Feb 2016 put 180.000,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6313,2016-01-19,Joint,SPY160219P00180000,SPY Feb 2016 put 180.000,Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6314,2016-01-19,Joint,SPY160219P00180000,SPY Feb 2016 put 180.000,Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6315,2015-12-31,Joint,--,Nordea Bank AB,Stock,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6316,2015-12-31,Joint,--,"United States Treasury Note <div class=""text-muted""> <em>Company:</em> United States Treasury Note </div>",Other Securities,Purchase,"$15,001 - $50,000",Symbol: 912828XA3,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6317,2015-12-30,Joint,EEM,iShares MSCI Emerging Markets,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/
6318,2016-01-29,Joint,TBF,ProShares Short 20+ Year Treasury,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/db28ae3b-bec7-4ae3-85f1-08fc226b5ff4/
6319,2016-01-29,Self,TBF,ProShares Short 20+ Year Treasury,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/db28ae3b-bec7-4ae3-85f1-08fc226b5ff4/
6320,2016-01-25,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/575fb89d-a1f9-452d-84de-dcc16b19c1f5/
6321,2016-01-21,Spouse,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/575fb89d-a1f9-452d-84de-dcc16b19c1f5/
6322,2016-01-21,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/575fb89d-a1f9-452d-84de-dcc16b19c1f5/
6323,2016-01-28,Self,MRK,Merck &amp;amp; Co. Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/21a365ca-4cce-46e3-8e60-aaf5f9b9b090/
6324,2016-01-28,Self,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/21a365ca-4cce-46e3-8e60-aaf5f9b9b090/
6325,2016-02-03,Self,MCD,McDonald&amp;apos;s Corp.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/21a365ca-4cce-46e3-8e60-aaf5f9b9b090/
6326,2015-12-11,Spouse,--,CSCO,Stock,Sale (Full),"$1,001 - $15,000",--,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/6e941f8c-e516-4bc6-9eac-66bf491ef1a4/
6327,2015-12-04,Spouse,--,PM,Stock,Sale (Full),"$1,001 - $15,000",--,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/6e941f8c-e516-4bc6-9eac-66bf491ef1a4/
6328,2015-12-30,Spouse,--,"MDLZ (stock option) <div class=""text-muted"">Option Type: Neither <br><em>Strike price:</em> $24.86 <br> <em>Expires:</em> 02/23/2022 </div>",Stock Option,Sale (Full),"$50,001 - $100,000",--,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/6e941f8c-e516-4bc6-9eac-66bf491ef1a4/
6329,2016-01-28,Self,GILD,Gilead Sciences Inc.,Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/1b04b582-230b-49c3-8889-b02a7f58b9ce/
6330,2016-01-08,Self,CLR,"Continental Resources, Inc.",Stock,Purchase,"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/1b04b582-230b-49c3-8889-b02a7f58b9ce/
6331,2016-01-08,Self,ITC,ITC Holdings Corp.,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/1b04b582-230b-49c3-8889-b02a7f58b9ce/
6332,2016-01-08,Self,CHK,Chesapeake Energy Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/1b04b582-230b-49c3-8889-b02a7f58b9ce/
6333,2016-01-27,Spouse,--,Walt Disney Co Hldg,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6334,2016-01-27,Spouse,--,Boeing Co,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6335,2016-01-21,Spouse,--,Lincoln Naitonal Corp,Stock,Sale (Partial),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6336,2016-01-29,Spouse,--,Tyco Intl PLC,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6337,2016-01-25,Spouse,--,E I Dupont de Nemours,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6338,2016-01-25,Spouse,--,Under Armour Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6339,2016-01-25,Spouse,--,Verizon Communications,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6340,2016-01-21,Spouse,--,Cisco Company,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6341,2016-01-21,Spouse,--,3M Company,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6342,2016-01-21,Spouse,--,Ameren Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6343,2016-01-21,Spouse,--,Enersis S.A. Amer Dep shrs,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6344,2016-01-15,Spouse,--,E I Dupont de Nemours,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6345,2016-01-21,Spouse,--,Clearbridge American Energy MLP Fund,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6346,2016-01-21,Spouse,--,Blackrock Global Opportunity Equity Tr,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6347,2016-01-21,Spouse,--,Dominion Resources,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6348,2016-01-21,Spouse,--,Blackrock Res &amp; Comm Strat Tr,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6349,2016-01-11,Spouse,--,Northern Tier Energy LP,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/
6350,2016-01-29,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6351,2016-01-29,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6352,2016-01-29,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6353,2016-01-29,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6354,2016-01-29,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6355,2016-01-28,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6356,2016-01-28,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6357,2016-01-28,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6358,2016-01-28,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6359,2016-01-27,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6360,2016-01-27,Joint,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6361,2016-01-27,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6362,2016-01-27,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6363,2016-01-27,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6364,2016-01-27,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6365,2016-01-27,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6366,2016-01-27,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6367,2016-01-26,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6368,2016-01-25,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6369,2016-01-25,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6370,2016-01-22,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6371,2016-01-22,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6372,2016-01-22,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6373,2016-01-21,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6374,2016-01-21,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6375,2016-01-21,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6376,2016-01-20,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6377,2016-01-20,Joint,PG,The Procter &amp;amp; Gamble Company,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6378,2016-01-20,Joint,MO,Altria Group Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6379,2016-01-20,Joint,WMB,"Williams Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6380,2016-01-20,Joint,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6381,2016-01-20,Joint,V,Visa Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
